POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),CITY,CITY_2,ZONE
Dealer,1,1,3,BHK,7.425140833675399,0,1,"Baner,Pune",1.0718980025185183,4.301031848917808,4.867534450455582,Pune,Pune,0
Owner,0,0,3,BHK,7.398748634564662,1,1,"Bhuwana,Udaipur",1.1642367663201318,4.3001127524446465,3.7864597824527997,Udaipur,Udaipur,7
Dealer,0,0,2,BHK,7.143041217036555,1,1,"Harlur Road,Bangalore",0.939050243039795,4.352416254977243,4.060443010546419,Bangalore,Bangalore,4
Owner,1,1,3,BHK,7.207957368901664,0,1,"Sector-113 Mohali,Mohali",1.2308084537700403,4.3393407166269435,3.5807372954942327,Mohali,Mohali,1
Owner,0,1,3,BHK,7.377758908227872,1,1,"Waghodia Road,Vadodara",1.13279526973715,4.293655506368574,3.6375861597263857,Vadodara,Vadodara,7
Dealer,0,1,1,BHK,6.8299332821539975,1,1,"Kulhan,Dehradun",1.2273388755078594,4.357477761752469,3.7612001156935615,Dehradun,Dehradun,1
Owner,0,0,3,BHK,7.177047719654219,1,1,"I S Press Road,Ernakulam",0.8330898638404938,4.3344581052547655,3.8044377947482086,Ernakulam,Ernakulam,2
Dealer,0,0,2,BHK,7.177869005576,1,1,"Vazhakkala,Kochi",0.8309976925137725,4.334296366740936,4.4067192472642525,Kochi,Kochi,2
Dealer,0,0,3,BHK,7.251372983689421,1,1,"Perungudi,Chennai",0.9407666764829781,4.3850333599417235,4.31748811353631,Chennai,Chennai,4
Dealer,0,1,1,BHK,6.3801568232611325,1,1,"Sector-120 Noida,Noida",1.2098282040006452,4.348943730573436,3.555348061489413,Noida,Noida,1
Dealer,0,0,1,BHK,6.477109872357899,1,1,"Ulwe,Mumbai",1.0794514779179263,4.290803299830437,3.688879454113936,Mumbai,Mumbai,0
Owner,0,0,3,BHK,7.0256945770955745,1,1,"Sampla,Rohtak",1.2130836527494546,4.338161864561988,3.4657359027997265,Rohtak,Rohtak,1
Owner,0,0,2,BHK,6.915723448631314,1,1,"Kudasan,Gandhinagar",1.1450845475546072,4.285437124375166,3.4499875458315867,Gandhinagar,Gandhinagar,7
Dealer,0,0,1,BHK,5.991464547107983,1,1,"Bhopura,Ghaziabad",1.2109976924346881,4.348156280787406,2.6390573296152584,Ghaziabad,Ghaziabad,1
Dealer,0,1,3,BHK,7.2075099324331875,1,1,"Dera Bassi,Chandigarh",1.2298836400476014,4.341853257880662,3.688879454113936,Chandigarh,Chandigarh,1
Owner,0,0,2,BHK,6.637381220681915,1,1,"Mankundu,Kolkata",1.1405579347874868,4.481193006168381,3.0910424533583165,Kolkata,Kolkata,3
Dealer,0,0,2,BHK,6.725433722148183,1,1,"Hiranandani Estate,Maharashtra",1.0844375861778444,4.290206347479055,4.787491742782046,Maharashtra,Maharashtra,0
Dealer,0,1,2,BHK,7.2963632702358785,1,1,"Mulund (West),Lalitpur",1.0830431434980456,4.2898044321562825,5.4380793089231965,Lalitpur,Lalitpur,0
Dealer,0,1,2,BHK,6.956748589182682,1,1,"Crossing Republik,Ghaziabad",1.2102873806444994,4.349428504726637,3.4657359027997265,Ghaziabad,Ghaziabad,1
Owner,0,0,2,BHK,6.922731732937911,1,1,"Sector-73 Noida,Noida",1.2098518241524947,4.348875133536507,3.610917912644224,Noida,Noida,1
Dealer,1,1,3,BHK,6.840815796348566,0,0,"Balkum,Lalitpur",1.1651518201723257,4.362064842211598,4.867534450455582,Lalitpur,Lalitpur,6
Dealer,1,1,3,BHK,6.927558775885783,0,1,"Chembur (East),Lalitpur",1.0809655688081101,4.2890843866050234,5.4380793089231965,Lalitpur,Lalitpur,0
Owner,0,0,3,BHK,7.408376732638501,1,1,"Bhayli,Vadodara",1.132721307568927,4.292214366119802,3.6635616461296463,Vadodara,Vadodara,7
Owner,0,0,4,BHK,7.837981952165975,1,1,"Meerut Bypass,Meerut",1.2140352301320827,4.352628719489321,4.02535169073515,Meerut,Meerut,1
Dealer,0,0,2,BHK,7.016636724784216,1,1,"Kharghar,Mumbai",1.080600292136376,4.291364784625936,4.584967478670572,Mumbai,Mumbai,0
Owner,0,1,1,BHK,6.253943103890013,1,1,"Mangalpura,Anand",1.136410568328474,4.2901128331415705,2.6390573296152584,Anand,Anand,7
Dealer,1,0,2,BHK,6.533399724447813,0,1,"Chikalwas,Udaipur",1.1693543054429651,4.3005354659869965,2.694627180770069,Udaipur,Udaipur,7
Dealer,1,1,3,BHK,6.789316720530126,0,0,"Palanpur,Surat",1.115988800536209,4.288127958229824,4.110873864173311,Surat,Surat,7
Owner,0,0,2,BHK,6.363065141302833,1,1,"Kodigehalli,Bangalore",0.9436817286164432,4.351222006713647,3.2958368660043287,Bangalore,Bangalore,4
Dealer,1,0,2,BHK,6.721425700790642,0,1,"Behala,Kolkata",1.1357364527407197,4.480938910044458,3.2148678034706624,Kolkata,Kolkata,3
Dealer,0,1,2,BHK,6.5101563536262335,1,1,"Ravet,Pune",1.0736130029639908,4.300483660496476,3.9160150266976834,Pune,Pune,0
Dealer,0,0,3,BHK,7.362184616744377,1,1,"Saibaba Colony,Coimbatore",1.0880625966553723,4.336440117717297,4.3694478524670215,Coimbatore,Coimbatore,5
Dealer,0,1,3,BHK,7.922486083794545,1,1,"PAL,Surat",1.115988800536209,4.288127958229824,4.276666119016055,Surat,Surat,7
Owner,0,0,1,BHK,6.3970166156016495,1,1,"Wanwadi,Pune",1.0707481533188035,4.302616774626704,3.828641396489095,Pune,Pune,0
Owner,0,0,4,BHK,8.294249860306625,1,1,"Shyamkhet,Nainital",1.2181368882222396,4.3763298889870015,4.604169685654508,Nainital,Nainital,1
Dealer,0,0,2,BHK,6.975320598801902,1,1,"Sector-35D Kharghar,Lalitpur",1.231129069429129,4.3406290057579335,4.499809670330264,Lalitpur,Lalitpur,1
Owner,0,0,2,BHK,6.907755278982138,1,1,"Gudiapokhari,Bhubaneswar",1.101563803940745,4.452345992655153,3.2958368660043287,Bhubaneswar,Bhubaneswar,3
Builder,0,0,3,BHK,7.43152008510555,1,0,"Hoshangabad Road,Bhopal",1.139295120032649,4.353112624509238,3.591817741270805,Bhopal,Bhopal,5
Owner,0,1,3,BHK,7.4554177926203025,1,1,"Sector-79 Noida,Noida",1.2095389106093073,4.3488931328000096,4.605170185988092,Noida,Noida,1
Owner,0,0,4,BHK,7.824046010856294,1,1,"Diwalipura,Vadodara",1.1329220428218265,4.292631095098705,4.477336814478207,Vadodara,Vadodara,7
Owner,0,0,1,BHK,6.551080335043403,1,1,"Deulwadi,Karjat",1.067790147111274,4.316585706489521,3.0445224377234235,Karjat,Karjat,0
Dealer,1,1,2,BHK,7.159574629990328,0,1,"Khandagiri,Bhubaneswar",1.1014496781875758,4.451787534484894,4.036008985209136,Bhubaneswar,Bhubaneswar,3
Dealer,0,0,1,BHK,6.109073684756094,1,1,"Sector-137 Noida,Noida",1.2089993056086703,4.349110390526718,3.1354942159291497,Noida,Noida,1
Owner,0,0,2,BHK,6.978260282088263,1,1,"S S Colony,Madurai",0.8305230814337463,4.358238297478247,3.951243718581428,Madurai,Madurai,2
Dealer,0,1,3,BHK,7.77525584670686,1,1,"Sector-78 Noida,Noida",1.2095668222584959,4.3488085735032715,5.0751738152338275,Noida,Noida,1
Dealer,1,1,3,BHK,6.8017334435895,0,1,"Balkum,Lalitpur",1.1651518201723257,4.362064842211598,4.867534450455582,Lalitpur,Lalitpur,6
Dealer,1,1,1,BHK,6.5323370922184285,0,1,"Kolshet Road,Mumbai",1.0843456152393007,4.289964332300862,4.31748811353631,Mumbai,Mumbai,0
Owner,1,0,3,BHK,7.393263094763838,0,1,"New Manish Nagar,Nagpur",1.1148197685227617,4.370394303175393,4.174387269895637,Nagpur,Nagpur,5
Owner,0,0,3,BHK,7.096842528440577,1,1,"Moshi,Pune",1.0739484954988117,4.3020864207060185,4.248495242049359,Pune,Pune,0
Dealer,1,0,2,BHK,7.2386493522524225,0,1,"Whitefield,Bangalore",0.9418155533778658,4.35364508694623,4.158883083359672,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.4673919004148255,1,1,"Sector-50 Noida,Noida",1.2096418180196549,4.348571965889786,4.787491742782046,Noida,Noida,1
Owner,0,0,1,BHK,6.214608098422191,1,1,"Cheran Nagar,Chennai",0.9444433818403597,4.385395952143486,2.8903717578961645,Chennai,Chennai,4
Dealer,0,1,2,BHK,6.947214115704828,1,1,"Noida Extension,Noida",1.2097577360008982,4.3493894514508735,3.5145260669691587,Noida,Noida,1
Dealer,0,0,3,BHK,7.461140517291923,1,1,"Sector-93 A Noida,Noida",1.1133440539599853,4.343805421853683,5.0751738152338275,Noida,Noida,5
Dealer,0,0,2,BHK,6.745263747109044,1,1,"Sector 78 Faridabad,Faridabad",1.20767304283852,4.3485982813670185,3.5973122605884464,Faridabad,Faridabad,1
Dealer,0,0,2,BHK,7.1997183463847865,1,1,"Sector 88 Faridabad,Faridabad",1.2082169106663325,4.3483548497032585,3.9415818076696905,Faridabad,Faridabad,1
Owner,1,0,3,BHK,7.215866841769224,0,1,"Suresh Colony,Hazaribagh",1.1561914306442116,4.447005796996115,4.0943445622220995,Hazaribagh,Hazaribagh,3
Dealer,0,0,2,BHK,7.223389953747102,1,1,"Kharadi,Pune",1.071630019785591,4.303305345209279,4.48863636973214,Pune,Pune,0
Dealer,0,0,2,BHK,6.549573091579591,1,1,"Ganganagar,Kolkata",1.1329040622775743,4.480084706018237,2.884800712846709,Kolkata,Kolkata,3
Owner,0,0,3,BHK,7.2662175338287165,1,1,"Sughad,Gandhinagar",1.144530699100882,4.285361909136564,4.02535169073515,Gandhinagar,Gandhinagar,7
Dealer,0,0,2,BHK,7.1308988302963465,1,1,"Crossing Republik,Ghaziabad",1.2102873806444994,4.349428504726637,3.4657359027997265,Ghaziabad,Ghaziabad,1
Dealer,0,0,4,BHK,8.178140699918666,1,1,"Baner,Pune",1.0718980025185183,4.301031848917808,6.1527326947041034,Pune,Pune,0
Dealer,0,0,3,BHK,7.361848124100902,1,1,"Electronic City,Bangalore",0.9372757616865582,4.352503844283903,4.144720769547168,Bangalore,Bangalore,4
Dealer,0,0,3,BHK,7.316475679538474,1,1,"Whitefield,Bangalore",0.9418155533778658,4.35364508694623,4.605170185988092,Bangalore,Bangalore,4
Dealer,1,0,1,BHK,6.469277903392003,0,1,"Kewale,Lalitpur",1.1651518201723257,4.362064842211598,3.3672958299864737,Lalitpur,Lalitpur,6
Dealer,0,0,2,BHK,7.007433961152018,1,1,"Hallehalli,Bangalore",0.9371026361636464,4.356304706582521,3.6635616461296463,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.3134022218906845,1,1,"VIP Road,Kolkata",1.1374160714276924,4.482233080905665,4.007333185232471,Kolkata,Kolkata,3
Owner,0,0,3,BHK,7.467194611921721,1,1,"Keshwapur,Hubli",1.0051005833898425,4.319508324867871,4.442651256490317,Hubli,Hubli,4
Dealer,1,1,1,BHK,6.579251212010101,0,1,"Mira Road East,Maharashtra",1.0849375453535999,4.288642723422473,4.143134726391533,Maharashtra,Maharashtra,0
Dealer,0,1,2,BHK,7.1389796824854965,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,3.9060049331025835,Chandigarh,Chandigarh,1
Owner,1,0,2,BHK,6.8320295685028025,0,1,"Bommanahalli,Bangalore",0.9391470354641515,4.3518999878641225,3.4011973816621555,Bangalore,Bangalore,4
Dealer,0,0,4,BHK,7.746056692135931,1,1,"Sector-49 Gurgaon,Gurgaon",1.207979354123258,4.344456897908756,5.1929568508902095,Gurgaon,Gurgaon,1
Dealer,0,1,2,BHK,6.85645073611027,1,1,"Koyambedu,Chennai",0.9440262321714457,4.384503851337497,4.487512142519859,Chennai,Chennai,4
Owner,0,0,2,BHK,7.09014580339777,1,1,"Gyan Khand 3,Ghaziabad",1.2106708593472377,4.349202132082888,4.060443010546419,Ghaziabad,Ghaziabad,1
Dealer,0,1,4,BHK,7.760054514473394,1,1,"Baner,Pune",1.0718980025185183,4.301031848917808,5.703782474656202,Pune,Pune,0
Dealer,0,0,1,BHK,6.684611727667928,1,1,"Sector 40 Seawoods,Lalitpur",1.2084172731603895,4.344568416413575,4.465908118654584,Lalitpur,Lalitpur,1
Owner,0,0,2,BHK,6.579274069387758,1,1,"Bajaj Nagar,Nagpur",1.1153291007609636,4.370216759314018,4.248495242049359,Nagpur,Nagpur,5
Dealer,0,1,3,BHK,7.6720028135934415,1,1,"Sector 37 Faridabad,Faridabad",1.2087609211280537,4.347757342976333,4.553876891600541,Faridabad,Faridabad,1
Owner,0,0,2,BHK,7.1696848551402,1,1,"ulchala road,Kurnool",1.01606861725609,4.355486451688462,3.1354942159291497,Kurnool,Town,8
Dealer,1,1,3,BHK,7.238280323203227,0,0,"New Chandigarh,Chandigarh",1.2312215171953032,4.3410888782451424,3.6863763238958187,Chandigarh,Chandigarh,1
Dealer,1,0,3,BHK,6.942231708683777,0,1,"Mukundapur,Kolkata",1.13563197558068,4.481899944365424,4.499809670330264,Kolkata,Kolkata,3
Dealer,0,0,3,BHK,7.037035978447434,1,1,"Lalpur,Ranchi",1.1478462017388917,4.4466882732321915,4.007333185232471,Ranchi,Ranchi,3
Dealer,0,0,2,BHK,7.06985906967172,1,1,"Jadavpur,Kolkata",1.1356786153234755,4.481538961713924,4.442651256490317,Kolkata,Kolkata,3
Owner,0,1,2,BHK,7.0899029381567775,1,1,"Indus Towne,Bhopal",1.1462287904075013,4.349202132082888,3.1354942159291497,Bhopal,Bhopal,6
Dealer,0,1,3,BHK,7.640237464721474,1,1,"Vasantha Vallabha Nagar,Bangalore",0.9410348784396798,4.351541138183826,4.941642422609304,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.960434575424932,1,1,"Tara Nagar,Jaipur",1.2153031971358208,4.327665072172809,3.6375861597263857,Jaipur,Jaipur,1
Owner,0,0,3,BHK,7.4531096100605945,1,1,"Zirakpur,Mohali",1.2304100392648112,4.341465022917759,4.007333185232471,Mohali,Mohali,1
Dealer,0,1,2,BHK,7.193106736409385,1,1,"Pholriwal,Jalandhar",1.2361644165618206,4.325323959616295,3.688879454113936,Jalandhar,Jalandhar,1
Dealer,1,0,2,BHK,6.907755278982138,0,1,"Nagarbhavi,Bangalore",0.9406602879816365,4.350491629654295,3.828641396489095,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.196789616461296,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",1.2313833213569414,4.340850619162256,3.387774361330014,Bahadurgarh,Bahadurgarh,1
Dealer,0,1,3,BHK,8.329437707224287,1,1,"Mussoorie Road,Dehradun",1.2285636954811787,4.357413706408631,4.867534450455582,Dehradun,Dehradun,1
Dealer,0,0,3,BHK,7.408850618097018,1,1,"Sector-125 Mohali,Mohali",1.2313724532212773,4.339489093924504,3.624340932976365,Mohali,Mohali,1
Dealer,0,1,4,BHK,7.690687763469839,1,0,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,4.279440045898782,Chandigarh,Chandigarh,1
Dealer,0,0,2,BHK,7.032185357133313,1,1,"Sector 12 Kharghar,Mumbai",1.0806765440398745,4.291368219864717,4.867534450455582,Mumbai,Mumbai,0
Dealer,0,0,2,BHK,6.887606690812395,1,1,"Kasar vadavali,Mumbai",1.0653129627557485,4.290448235606156,4.442651256490317,Mumbai,Mumbai,0
Dealer,0,1,2,BHK,6.907755278982138,1,1,"Wakad,Pune",1.0726528887888995,4.300850472383287,4.248495242049359,Pune,Pune,0
Dealer,0,1,3,BHK,7.3462602412335025,1,1,"Crossing Republik,Ghaziabad",1.2102873806444994,4.349428504726637,3.828641396489095,Ghaziabad,Ghaziabad,1
Dealer,0,0,1,BHK,6.363108106719436,1,1,"Manivakkam,Chennai",0.9382640974455104,4.382745838484809,3.1135153092103742,Chennai,Chennai,4
Dealer,0,0,2,BHK,6.856349490898987,1,1,"Nirman Nagar,Jaipur",1.0968660003199822,4.373205795205093,3.688879454113936,Jaipur,Jaipur,5
Dealer,0,0,2,BHK,7.0212039713737155,1,1,"Eon Free Zone,Pune",1.0717665011658302,4.303388330468136,4.382026634673881,Pune,Pune,0
Owner,0,0,2,BHK,7.090076835776093,1,1,"Kothannur,Bangalore",0.9290973652259474,4.347980770861566,3.80666248977032,Bangalore,Bangalore,4
Dealer,0,0,1,BHK,6.461579810434903,1,1,"Karanjade,Lalitpur",1.1651518201723257,4.362064842211598,3.7612001156935615,Lalitpur,Lalitpur,6
Owner,0,0,2,BHK,6.852455734596874,1,1,"Old Perungalathur,Chennai",0.9394747611787004,4.383056104587843,3.555348061489413,Chennai,Chennai,4
Dealer,0,0,2,BHK,6.651735887012175,1,1,"Dombivli (East),Lalitpur",1.0837624714353444,4.291599886483737,3.80666248977032,Lalitpur,Lalitpur,0
Dealer,0,0,2,BHK,7.090169863115581,1,1,"Kaggadasapura,Bangalore",0.9413863735761879,4.352506419187859,3.7612001156935615,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,6.877137902185199,1,1,"Akshaya Nagar,Bangalore",0.9410348784396798,4.351541138183826,4.007333185232471,Bangalore,Bangalore,4
Dealer,0,1,3,BHK,7.506637758134713,1,1,"Sector-75 Noida,Noida",1.2097276033690578,4.348755952923431,4.465908118654584,Noida,Noida,1
Dealer,0,1,2,BHK,7.034309059844987,1,1,"NH-24 Highway,Ghaziabad",1.2106708593472377,4.349202132082888,3.5695326964813705,Ghaziabad,Ghaziabad,1
Dealer,0,1,2,BHK,7.337828387971122,1,1,"kavesar,Lalitpur",1.1651518201723257,4.362064842211598,4.867534450455582,Lalitpur,Lalitpur,6
Builder,1,0,2,BHK,7.1338574125724294,0,0,"Sakthan Thampuran Nagar,Thrissur",0.8558093379066867,4.333492687678026,4.215086179918228,Thrissur,Thrissur,2
Dealer,0,1,3,BHK,7.150336524345822,1,1,"Pune Mumbai Highway,Pune",1.0712568966901392,4.302005947591224,4.605170185988092,Pune,Pune,0
Dealer,0,0,2,BHK,7.204982763932573,1,1,"Wakad,Pune",1.0726528887888995,4.300850472383287,4.382026634673881,Pune,Pune,0
Dealer,1,1,1,BHK,6.478524199245473,0,1,"Kandivali (East),Maharashtra",1.0833889583999736,4.288715455535724,4.3694478524670215,Maharashtra,Maharashtra,0
Owner,0,0,2,BHK,7.0607224490236105,1,1,"ashiana town,Bhiwadi",1.2058760763560805,4.3419933915074775,3.6375861597263857,Bhiwadi,Bhiwadi,1
Owner,0,0,1,BHK,6.289870583012738,1,1,"saipem,Goa",0.983447305674859,4.3670845938153615,3.4011973816621555,Goa,Goa,4
Owner,1,0,2,BHK,6.581253214720218,0,1,"Sangriya,Jodhpur",1.1834689278759587,4.290476030051892,2.8903717578961645,Jodhpur,Jodhpur,7
Dealer,0,1,3,BHK,7.142723957866883,1,1,"Labhandi,Raipur",1.117089643634852,4.403045752137926,3.462606009790799,Raipur,Raipur,5
Dealer,0,0,2,BHK,7.047558398770366,1,1,"Sector 34C Kharghar,Maharashtra",1.080600292136376,4.291364784625936,4.442651256490317,Maharashtra,Maharashtra,0
Dealer,0,0,3,BHK,7.7446445345832835,1,1,"Sector-67 Gurgaon,Gurgaon",1.2076505143805898,4.3446241255853435,5.1929568508902095,Gurgaon,Gurgaon,1
Owner,0,0,3,BHK,7.824046010856294,1,1,"New Manish Nagar,Nagpur",1.1148197685227617,4.370394303175393,4.204692619390967,Nagpur,Nagpur,5
Dealer,0,0,2,BHK,6.806972630217061,1,1,"Suraksha Nagar,Bangalore",1.098825884762847,4.370812237725695,3.9060049331025835,Bangalore,Bangalore,5
Owner,1,1,1,BHK,6.282292302831133,0,1,"Sector-74 Noida,Noida",1.2097438443779533,4.348854743455388,3.80666248977032,Noida,Noida,1
Dealer,0,0,2,BHK,7.138996040825742,1,1,"Sector-18 Vasundhara,Ghaziabad",1.2106013045671726,4.348602714603719,4.127134385045092,Ghaziabad,Ghaziabad,1
Owner,0,0,1,BHK,6.291609140424942,1,1,"Nyay Khand III,Ghaziabad",1.2106708593472377,4.349202132082888,3.80666248977032,Ghaziabad,Ghaziabad,1
Owner,0,0,1,BHK,6.253620137689206,1,1,"Hingna Road,Nagpur",1.114997431106751,4.369529380789069,3.1354942159291497,Nagpur,Nagpur,5
Dealer,0,0,2,BHK,6.7512447483793725,1,1,"Rajarhat,Kolkata",1.1363385373270725,4.481167875673758,3.951243718581428,Kolkata,Kolkata,3
Dealer,0,0,3,BHK,7.2080957480558405,1,1,"Manish Nagar,Nagpur",1.1148197685227617,4.370394303175393,3.970291913552122,Nagpur,Nagpur,5
Dealer,0,0,3,BHK,6.972764499323455,1,1,"Waghbil,Lalitpur",1.1651518201723257,4.362064842211598,5.135798437050261,Lalitpur,Lalitpur,6
Dealer,1,0,2,BHK,6.551200342270821,0,1,"Paruthipet,Chennai",0.9446249321391342,4.385395952143486,3.218875824868201,Chennai,Chennai,4
Dealer,0,0,3,BHK,7.303090054771175,1,1,"Ahinsa Khand 2,Ghaziabad",1.2132851790361525,4.3424694649254265,4.007333185232471,Ghaziabad,Ghaziabad,1
Dealer,0,1,2,BHK,7.068269298891186,1,1,"Goregaon (East),Mumbai",1.0827887737700146,4.288719572289608,5.135798437050261,Mumbai,Mumbai,0
Owner,0,0,3,BHK,7.109998090839641,1,1,"Sarjapur Road,Bangalore",0.9377084145833785,4.353961466405538,4.060443010546419,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.352563212659353,1,1,"Sector-6A Kamothe,Lalitpur",1.15196343680725,4.456333021070766,4.553876891600541,Lalitpur,Lalitpur,3
Dealer,0,1,3,BHK,7.5229922016222135,1,1,"Sector-79 Noida,Noida",1.2095389106093073,4.3488931328000096,4.5798523780038005,Noida,Noida,1
Owner,0,0,3,BHK,7.495670984447052,1,1,"Sector 2 Faridabad,Faridabad",1.205277038028492,4.3479136468540505,4.127134385045092,Faridabad,Faridabad,1
Dealer,0,0,4,BHK,7.818832352930863,1,1,"Rajarhat,Kolkata",1.1363385373270725,4.481167875673758,4.700480365792417,Kolkata,Kolkata,3
Owner,0,0,3,BHK,7.578162972522093,1,1,"Basava Nagar,Bangalore",0.9409772261066518,4.352642840992447,5.298317366548036,Bangalore,Bangalore,4
Dealer,0,1,2,BHK,6.9959383740752505,1,1,"NIBM,Pune",1.0703723458789294,4.302577622603228,4.07753744390572,Pune,Pune,0
Dealer,0,1,2,BHK,7.107288964384176,1,1,"Electronic City Phase II,Bangalore",0.9372757616865582,4.352503844283903,4.070734696582967,Bangalore,Bangalore,4
Dealer,1,1,3,BHK,7.2012380085455066,0,0,"Vanagaram,Chennai",0.9438055377399941,4.383980387355543,4.185098925490565,Chennai,Chennai,4
Owner,0,0,2,BHK,6.916363653378737,1,1,"Abrama,Valsad",1.1070169536898622,4.2898185234757635,3.0445224377234235,Valsad,Valsad,7
Owner,0,0,1,BHK,6.142054905649284,1,1,"Ramprastha,Ghaziabad",1.2106708593472377,4.349202132082888,3.688879454113936,Ghaziabad,Ghaziabad,1
Dealer,0,0,2,BHK,6.907755278982138,1,1,"Thane West,Lalitpur",1.083115521451465,4.289956986171905,4.787491742782046,Lalitpur,Lalitpur,0
Owner,0,0,1,BHK,6.345856385042546,1,1,"Devarachikkanahalli,Bangalore",0.9410348784396798,4.351541138183826,3.218875824868201,Bangalore,Bangalore,4
Owner,0,0,3,BHK,6.907755278982138,1,1,"Kanak Vihar,Jaipur",1.1296388768073906,4.376434263978042,3.555348061489413,Jaipur,Jaipur,5
Owner,0,0,3,BHK,7.244578454017261,1,1,"Sevoke Road,Siliguri",1.1895402237551154,4.481038556840746,3.53222564406856,Siliguri,Siliguri,3
Dealer,0,1,2,BHK,6.38338909081381,1,1,"Sector 86 Faridabad,Faridabad",1.2079491031965068,4.348244748251822,3.198673117550681,Faridabad,Faridabad,1
Owner,0,0,2,BHK,6.579105768100315,1,1,"Godugupet,Machilipatnam",1.0235121325768133,4.396093850800682,3.0910424533583165,Machilipatnam,Town,8
Dealer,0,1,3,BHK,7.344969085550715,1,0,"Sector-109 Gurgaon,Gurgaon",1.209045070522639,4.3438844706772946,4.787491742782046,Gurgaon,Gurgaon,1
Dealer,1,1,2,BHK,7.022119166675066,0,0,"Byculla,Mumbai",1.0794722859831565,4.2881668700087925,5.703782474656202,Mumbai,Mumbai,0
Dealer,0,0,2,BHK,6.907755278982138,1,1,"Powai,Maharashtra",1.0820542605544101,4.289225803818339,5.0751738152338275,Maharashtra,Maharashtra,0
Builder,1,1,1,BHK,6.120538356956025,0,0,"Wakad,Lalitpur",1.0726528887888995,4.300850472383287,3.7841896339182615,Lalitpur,Lalitpur,0
Dealer,0,0,3,BHK,7.888342137243629,1,1,"Iblur Village,Bangalore",0.9394287706483805,4.351463813574044,5.393627546352363,Bangalore,Bangalore,4
Dealer,1,0,3,BHK,6.907755278982138,0,1,"Andul Road,Kolkata",1.1370008614526093,4.4802498175619645,3.258096538021482,Kolkata,Kolkata,3
Dealer,0,0,3,BHK,7.457782151288898,1,1,"Kakkanad,Kochi",0.8309976925137725,4.334296366740936,4.226833745268181,Kochi,Kochi,2
Owner,0,0,3,BHK,7.523215465786103,1,1,"Jakhan,Dehradun",1.2276536337397657,4.3575711983300005,3.9318256327243257,Dehradun,Dehradun,1
Owner,0,0,1,BHK,6.2880510111586325,1,1,"CIDCO Waluj Mahanagar 1,Aurangabad",1.0952827973413377,4.322273286313472,2.917770732084279,Aurangabad,Aurangabad,0
Dealer,0,1,3,BHK,7.470927383150537,1,1,"Ramprastha Greens,Ghaziabad",1.2105174573329043,4.348324985430171,5.010635294096256,Ghaziabad,Ghaziabad,1
Owner,0,0,2,BHK,7.017511406368264,1,1,"Chenchupet,Tenali",1.025259335829571,4.389963553834767,3.6375861597263857,Tenali,Tenali,8
Dealer,0,0,1,BHK,6.474150261736339,1,1,"Manjari Budruk,Pune",1.0715457036267482,4.302376181308564,3.3978584803966405,Pune,Pune,0
Dealer,0,0,4,BHK,7.970386361888852,1,1,"Swaroop Nagar,Kanpur",1.1866556618982564,4.386156968091,5.799092654460527,Kanpur,Kanpur,6
Owner,0,0,2,BHK,6.6201186621638985,1,1,"Sector-4C Vasundhara,Ghaziabad",1.151966360075613,4.456096765040184,4.007333185232471,Ghaziabad,Ghaziabad,3
Dealer,0,0,2,BHK,6.8172053937956045,1,1,"Sector-44 Noida,Noida",1.209482272551752,4.348133031242475,3.288401887516811,Noida,Noida,1
Dealer,1,1,3,BHK,7.132513035565728,0,1,"Tamando,Bhubaneswar",1.101102863199115,4.4513643050441996,3.8394523125933104,Bhubaneswar,Bhubaneswar,3
Dealer,1,1,2,BHK,6.55118560378817,0,1,"Taloja,Mumbai",1.0812741780373172,4.2917916902965665,3.6375861597263857,Mumbai,Mumbai,0
Dealer,0,0,3,BHK,7.3200860066941775,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,3.6375861597263857,Chandigarh,Chandigarh,1
Owner,0,1,2,BHK,7.090352736045445,1,1,"Sirol,Gwalior",1.1779171677667195,4.362558325987007,3.3672958299864737,Gwalior,Gwalior,6
Dealer,0,0,1,BHK,6.507414388417553,1,1,"SECTOR 5 TALOJA,Lalitpur",1.0825560488290522,4.290400357211189,3.4011973816621555,Lalitpur,Lalitpur,0
Owner,0,0,3,BHK,7.2794632904977234,1,1,"Basavanna Nagar,Bangalore",1.0043103761527816,4.319405660534037,4.499809670330264,Bangalore,Bangalore,4
Dealer,0,1,2,BHK,6.381239439541897,1,1,"Sector 86 Faridabad,Faridabad",1.2079491031965068,4.348244748251822,3.250374491927572,Faridabad,Faridabad,1
